0 ,0.0001475
1 ,0.0001795
2 ,0.0002802
3 ,0.0001603
4 ,0.0001551
5 ,0.0001858
6 ,0.0002189
7 ,0.0001465
8 ,0.000271
9 ,0.0001532
10 ,0.0002277
11 ,0.0001584
12 ,0.0002404
13 ,0.0001416
14 ,0.0001474
15 ,0.0001984
16 ,0.0001546
17 ,0.0002917
18 ,0.0001855
19 ,0.0001527
20 ,0.0001867
21 ,0.0002063
22 ,0.0001497
23 ,0.0001405
24 ,0.0001637
25 ,0.0001588
26 ,0.0001699
27 ,0.0001665
28 ,0.0001572
29 ,0.0001541
30 ,0.0001663
31 ,0.0001398
32 ,0.0001454
33 ,0.0001542
34 ,0.0001531
35 ,0.0001451
36 ,0.0001476
37 ,0.0001406
38 ,0.0002283
39 ,0.0001567
40 ,0.0001459
41 ,0.0001553
42 ,0.0001526
43 ,0.0001423
44 ,0.0001418
45 ,0.0001456
46 ,0.0001431
47 ,0.0001591
48 ,0.0001373
49 ,0.0001748
50 ,0.0001421
51 ,0.0001425
52 ,0.0001456
53 ,0.0001462
54 ,0.0001436
55 ,0.0001408
56 ,0.0003965
57 ,0.0001444
58 ,0.0001395
59 ,0.0001532
60 ,0.0001389
61 ,0.0001437
62 ,0.0001466
63 ,0.0001418
64 ,0.0001473
65 ,0.0001447
66 ,0.0001443
67 ,0.0002699
68 ,0.0001448
69 ,0.0001448
70 ,0.0001462
71 ,0.0001729
72 ,0.0001514
73 ,0.0001508
74 ,0.0001438
75 ,0.0001394
76 ,0.0001491
77 ,0.0001433
78 ,0.0001435
79 ,0.0001438
80 ,0.0001549
81 ,0.0001492
82 ,0.0001508
83 ,0.0001713
84 ,0.0001452
85 ,0.0001984
86 ,0.0001427
87 ,0.0001485
88 ,0.0001502
89 ,0.0001476
90 ,0.000145
91 ,0.0001397
92 ,0.0001395
93 ,0.0001652
94 ,0.0001502
95 ,0.0001975
96 ,0.0001429
97 ,0.0001539
98 ,0.0001603
99 ,0.0001475
100 ,0.0001503
101 ,0.0001893
102 ,0.0001764
103 ,0.0001457
104 ,0.0003112
105 ,0.0001389
106 ,0.0001534
107 ,0.0001777
108 ,0.0001566
109 ,0.0001416
110 ,0.0001631
111 ,0.000147
112 ,0.0001511
113 ,0.0002165
114 ,0.0001477
115 ,0.0001514
116 ,0.0001492
117 ,0.0001749
118 ,0.0001489
119 ,0.0001512
